ArticleEntity,Ship_3,Country_3,Description-3
Q6638975,,Q174193,Q1523834
Q6638975,,Q174193,Q5620199
Q6638975,Q11707641,Q174193,Q2369538
Q17001278,,Q174193,Q597
Q17001278,,Q20,Q107392
Q17001278,,Q174193,Q1055
Q17001278,,Q27306,Q4120832
Q17001278,,Q174193,Q202539
Q17001278,,Q174193,Q5526627
Q17001278,,Q174193,Q1626641
Q17001278,,Q174193,Q6454
Q17001278,Q20894567,Q174193,Q179188
Q17001278,,Q27306,Q597
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q27306,Q597
Q17001278,,Q174193,Q34404
Q17001278,,Q174193,Q248452
Q17001278,,Q174193,Q30
Q17001278,,Q174193,Q19721
Q17001278,,Q174193,Q1761
Q17001278,Q55631061,Q174193,Q3518805
Q17001278,,Q174193,Q1581130
Q17001278,,Q174193,Q60
Q17001278,,Q174193,Q97
Q17001278,,Q174193,
Q17001278,,Q34,Q1581130
Q17001278,,Q174193,Q34692
Q17001278,,Q30,Q34404
Q17001278,,Q174193,Q25362
Q17001278,,Q174193,Q1581130
Q17001278,,Q174193,Q1581130
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q1581130
Q17001278,,Q174193,
Q17001278,,Q174193,Q1581130
Q17001278,,Q29,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q202539
Q17001278,,Q174193,Q210223
Q17001278,,Q29,Q202539
Q17001278,,Q174193,Q204577
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q1581130
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q204577
Q17001278,,Q174193,Q1581130
Q17001278,,Q30,
Q17001278,,Q174193,Q174224
Q17001278,,Q174193,Q189418
Q17001278,,Q174193,
Q17001278,,Q174193,Q209126
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q244
Q17001278,,Q34,Q1469
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,
Q17001278,,Q174193,Q202539
Q17001278,,Q142,
Q17001278,,Q174193,
Q17001278,,Q174193,Q1345
Q17001278,,Q30,
Q17001278,,Q174193,
Q17001278,,Q174193,Q8757
Q17001278,,Q174193,
Q17001278,,Q174193,Q36405
Q17001278,,Q174193,Q515022
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,Q279000
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q382586
Q17001278,,Q174193,Q1021350
Q17001278,,Q174193,Q1693
Q17001278,,Q174193,
Q17001278,,Q174193,Q601728
Q17001278,,Q174193,Q23082
Q17001278,,Q174193,Q652539
Q17001278,,Q174193,Q8717
Q17001278,,Q174193,
Q17001278,,Q174193,Q3298345
Q17001278,,Q174193,Q1011096
Q17001278,,Q174193,
Q17001278,,Q174193,Q3633061
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q5906147
Q17001278,,Q174193,Q930204
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q188304
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q3032523
Q17001278,,Q174193,
Q17001278,,Q174193,Q929286
Q17001278,,Q174193,Q1693
Q17001278,,Q174193,
Q17001278,,Q174193,Q1494482
Q17001278,,Q174193,Q228655
Q17001278,,Q174193,
Q17001278,,Q174193,Q188304
Q17001278,,Q174193,
Q17001278,,Q174193,Q6454
Q17001278,,Q34,
Q17001278,,Q174193,
Q17001278,,Q34,
Q17001278,,Q34,
Q17001278,,Q174193,
Q17001278,,Q174193,Q43382
Q17001278,,Q174193,Q515022
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q30,Q60
Q17001278,,Q30,Q47716
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q1055,Q4197
Q17001278,,Q174193,
Q17001278,,Q174193,Q2755722
Q17001278,,Q174193,Q2360948
Q17001278,,Q174193,
Q17001278,,Q174193,Q36405
Q17001278,,Q174193,
Q17001278,,Q174193,Q382586
Q17001278,,Q174193,
Q17001278,,Q174193,Q652539
Q17001278,,Q30,
Q17001278,,Q174193,Q202539
Q17001278,,Q174193,
Q17001278,,Q174193,Q1644
Q17001278,,Q174193,Q60
Q17001278,,Q174193,Q861551
Q17001278,,Q174193,Q188304
Q17001278,,Q174193,Q84
Q17001278,,Q174193,
Q17001278,,Q693669,
Q17001278,,Q174193,Q169523
Q17001278,,Q174193,Q4295527
Q17001278,,Q174193,Q497130
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q23240
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q1009298
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q18569
Q17001278,,Q174193,Q1410
Q17001278,,Q174193,Q134750
Q17001278,,Q174193,Q2159452
Q17001278,,Q174193,Q478029
Q17001278,,Q174193,
Q17001278,,Q174193,Q47716
Q17001278,Q6470525,Q174193,
Q17001278,,Q174193,Q2937242
Q17001278,,Q174193,
Q17001278,,Q174193,Q141903
Q17001278,,Q174193,Q3321555
Q17001278,,Q174193,Q97
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q30,Q49231
Q17001278,,Q174193,Q79875
Q17001278,,Q174193,Q128323
Q17001278,,Q174193,Q216939
Q17001278,,Q1792,Q1046122
Q17001278,,Q174193,
Q17001278,,Q24879,
Q17001278,,Q174193,Q188304
Q17001278,,Q174193,
Q17001278,,Q174193,Q12233
Q17001278,,Q34,Q1754
Q17001278,,Q1055,Q690813
Q17001278,,Q174193,
Q17001278,,Q142,Q8757
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q142,Q12191
Q17001278,,Q142,
Q17001278,,Q174193,
Q17001278,,Q174193,Q3775979
Q17001278,,Q29,
Q17001278,,Q142,Q1471
Q17001278,,Q174193,Q34575
Q17001278,,Q29,Q1425473
Q17001278,,Q174193,Q1055
Q17001278,,Q174193,
Q17001278,,Q142,
Q17001278,,Q174193,Q776965
Q17001278,,Q174193,Q169523
Q17001278,,Q174193,Q163584
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q60388
Q17001278,,Q174193,
Q17001278,,Q174193,Q724182
Q17001278,,Q174193,Q208296
Q17001278,,Q174193,Q2347426
Q17001278,,Q174193,Q210223
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,
Q17001278,,Q174193,Q943517
Q17001278,,Q142,
Q17001278,,Q142,
Q17001278,,Q174193,Q588907
Q52456781,,Q29,Q12233
Q52456781,,Q174193,
Q52456781,,Q174193,
Q52456781,,Q174193,Q1761
Q52456781,,Q27306,Q26881
Q52456781,,Q174193,Q515022
Q52456781,,Q174193,Q515022
Q52456781,,Q20,
Q52457660,,Q174193,Q2879616
Q52457660,,Q174193,Q1761
Q52457660,,Q142,Q2039931
Q52457660,,Q29,
Q52457660,,Q174193,Q188304
Q52457660,,Q174193,
Q52457660,,Q174193,
Q52457660,,Q174193,
Q52457660,,Q174193,
Q52457660,,Q174193,Q465816
Q52457660,,Q30,
Q52457660,,Q174193,Q2360948
Q52457660,,Q174193,Q806551
Q52457927,,Q174193,
Q52457927,,Q174193,Q208011
Q52457927,,Q174193,
Q52457927,,Q174193,Q1137441
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,Q202539
Q52457927,,Q174193,Q2651619
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,Q3569
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,Q550995
Q52457927,,Q174193,Q12859788
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,Q1693
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,Q4218940
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q30,Q60388
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q174193,
Q52457927,,Q142,
Q52457927,,Q174193,
Q52457927,,Q15864,Q156125
Q52457927,,Q142,Q174193
Q52457927,,Q27306,
Q52456918,,Q174193,Q24645736
Q52456918,,Q174193,Q101254
Q52456918,,Q34266,
Q52456918,,Q174193,Q23360
Q52456918,,Q142,Q208259
Q52456918,,Q174193,Q23360
Q52456918,,Q174193,
Q52457505,,Q174193,Q973740
Q52457505,,Q174193,
Q52457505,,Q174193,Q3395428
Q6639288,,Q145,Q1238161
Q6639288,,Q145,Q4027435
Q6639288,Q2599890,Q217406,
Q6639288,,Q7318,Q151701
Q6639288,,Q267167,Q5762366
Q6639288,,Q267167,Q796754
Q6639288,,Q267167,Q796754
Q6639288,,Q151701,Q545
Q6639288,,Q145,Q362
Q6639288,,Q267167,
Q6639288,,Q267167,
Q6639288,,Q7318,Q1695
Q6639288,,Q7318,Q545
Q6639288,,Q142,
Q52456775,,Q142,Q3389
Q52456775,,Q142,
Q52456775,,Q174193,
Q52456775,,Q4065,Q60
Q52456775,,Q174193,Q19719
Q52456775,,Q174193,Q23635
Q52456775,,Q174193,Q1748
Q52456775,,Q174193,
Q52456775,,Q30,
Q52456775,,Q174193,
Q52456775,,Q174193,
Q52456775,,Q174193,
Q52456775,,Q174193,
Q52456775,,Q174193,
Q52456775,,Q174193,Q204577
Q52456775,,Q174193,Q2345990
Q52456775,,Q174193,Q210223
Q52456775,,Q174193,
Q52456775,,Q174193,Q188304
Q52456775,,Q174193,Q101254
Q52456775,,Q174193,Q1693
Q52456775,,Q142,
Q6639049,,Q16,Q170479
Q6639049,,Q145,
Q6639049,Q7393747,Q41,
Q6639049,,Q189,Q15221453
Q6639049,Q1379681,Q174193,Q26234
Q6639049,,Q145,
Q6639049,,Q145,Q864668
Q6639049,,Q1016,Q3761
Q6639049,,Q145,Q1798855
Q6639049,,Q804,Q34
Q6639049,,Q414,
Q6639049,,Q668,Q817247
Q6639049,,Q145,
Q6639049,,Q928,Q13869
Q6639049,Q5630864,Q16,Q388984
Q6639049,,Q145,Q19711
Q6639049,,Q34,Q42810
Q6639049,,Q55,Q11751
Q6639049,,Q43,Q172771
Q6639049,,Q145,Q1797381
Q6639049,,Q145,Q239276
Q6639049,Q6719607,Q664,Q1016574
Q6639049,,Q145,Q168159
Q6639049,,Q145,Q5314182
Q6639049,Q7393838,Q20,Q25416
Q6639049,,Q31,Q1757
Q52457493,,Q174193,Q1761
Q52457493,,Q174193,Q3059075
Q52457493,,Q30,Q47716
Q52457493,,Q29,Q678
Q52457493,,Q174193,
Q15051847,,Q217406,Q2506352
Q15051847,,,Q232264
Q15051847,,Q174193,
Q15051847,,Q30,Q766
Q15051847,,Q30,Q1121471
Q15051847,,Q30,
Q15051847,,Q174193,
Q6638929,,Q170072,
Q6638929,,Q170072,
Q6638929,,Q170072,
Q6638929,,Q170072,
Q6638929,,Q170072,
Q6638929,,Q24879,Q1693
Q6638929,,Q393,Q1255278
Q6638929,,Q30,Q97
Q6638929,,Q172771,Q205905
Q6638929,,Q172771,Q593890
Q6638929,,Q172771,Q1693
Q6638929,,Q215530,Q183551
Q6638929,,Q172771,Q204577
Q6638929,,Q172771,Q34370
Q6638929,,Q34266,
Q6638929,,Q170072,Q749
Q6638929,,Q172771,Q1027830
Q6638929,,Q172771,
Q6638929,,Q30,Q1370
Q6638929,,Q172771,
Q6638929,,Q172771,Q661619
Q6638929,,Q172771,Q1185346
Q6638929,,Q172771,
Q6638929,,Q170072,Q26421
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q211873
Q6638929,,Q172771,Q188304
Q6638929,,Q172771,Q504678
Q6638929,,Q172771,
Q6638929,,Q172771,Q1992389
Q6638929,,Q172771,Q3835988
Q6638929,,Q172771,Q215752
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q215530
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q1055,
Q6638929,,Q24879,
Q6638929,,Q172771,
Q6638929,,Q172771,Q100
Q6638929,,Q172771,Q149532
Q6638929,,Q2843,
Q6638929,,Q172771,Q935686
Q6638929,,Q172771,Q2333061
Q6638929,,Q172771,Q41735
Q6638929,,Q172771,Q669037
Q6638929,,Q170072,Q770
Q6638929,,Q172771,Q1959712
Q6638929,,Q172771,
Q6638929,,Q170072,Q749
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q2324662
Q6638929,Q5502540,Q217406,Q207452
Q6638929,,Q172771,
Q6638929,,Q172771,Q678119
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q406556
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q36124
Q6638929,,Q172771,
Q6638929,,Q172771,Q12411
Q6638929,,Q172771,Q1055
Q6638929,,Q215530,
Q6638929,,Q172771,
Q6638929,,Q2001966,Q1156
Q6638929,,Q172771,Q18817
Q6638929,,Q2001966,
Q6638929,,Q161885,Q17012
Q6638929,,Q172771,Q2082
Q6638929,,Q172771,Q380307
Q6638929,Q30601121,Q172771,Q642481
Q6638929,,Q172771,Q12630
Q6638929,,Q172771,Q172771
Q6638929,,Q30,Q49148
Q6638929,,Q172771,Q18817
Q6638929,,Q161885,Q17054
Q6638929,,Q172771,
Q6638929,,Q172771,Q18817
Q6638929,,Q30,Q738808
Q6638929,,Q172771,Q18817
Q6638929,,Q30,Q210223
Q6638929,,Q172771,
Q6638929,,Q30,Q143762
Q6638929,,Q172771,
Q6638929,,Q172771,Q5785
Q6638929,,Q172771,Q769
Q6638929,,Q172771,Q1007083
Q6638929,,Q172771,
Q6638929,,Q2001966,
Q6638929,,Q172771,Q18817
Q6638929,,Q161885,Q84
Q6638929,,Q172771,Q18817
Q6638929,,Q172771,Q189262
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q1979
Q6638929,,Q172771,Q18817
Q6638929,,Q172771,
Q6638929,,Q172771,
Q6638929,,Q172771,Q18817
Q6638929,,Q170072,Q669037
Q6638929,,Q172771,Q18817
Q6638929,,Q83164,
Q6638929,,Q172771,
Q6638929,,Q172771,Q8037681
Q6638929,,Q172771,Q8037681
Q6638929,,Q172771,Q8037681
Q22093744,,Q79,Q27044229
Q22093744,,Q836,Q870069
Q22093744,,Q148,
Q22093744,,Q826,Q1504307
Q22093744,,Q804,Q12892
Q22093744,,Q804,Q166
Q22093744,,Q1016,Q28162871
Q22093744,,Q252,
Q22093744,,Q43,Q739547
Q22093744,,Q739,Q62823
Q22093744,,Q1039,Q62823
Q22093744,,Q252,Q11077
Q22093744,,Q1016,
Q22093744,,Q159,Q639014
Q22093744,,Q711,
Q22093744,,Q30,Q8194086
Q22093744,,Q233,Q184492
Q22093744,,Q668,
Q22093744,,Q668,Q376749
Q22093744,,Q668,Q3350264
Q22093744,,Q35,Q81499
Q22093744,,Q35,Q81499
Q22093744,,Q43,Q187027
Q22093744,,Q928,Q13860
Q22093744,,Q43,
Q22093744,,Q43,
Q22093744,,Q45,
Q22093744,Q3010560,Q945,
Q22093744,,Q252,
Q22093744,,Q17,
Q22093744,,Q252,Q604492
Q22093744,,Q252,
Q22093744,,Q142,
Q22093744,,Q804,Q3513864
Q22093744,,Q733,Q127892
Q22093744,,Q1363476,
Q22093744,,Q148,Q45341
Q22093744,,Q712,Q22817489
Q22093744,,Q712,Q22817489
Q22093744,,Q712,Q22817489
Q22093744,Q15102717,Q41,Q58976
Q22093744,,Q252,
Q22093744,,Q148,Q5413
Q22093744,,Q148,Q314318
Q22093744,,Q928,Q1674142
Q22093744,,Q38,Q131148
Q22093744,,Q20,Q616208
Q22093744,,Q17,Q17
Q22093744,,Q928,Q676154
Q22093744,,Q252,Q191826
Q22093744,,Q43,Q160450
Q22093744,,Q804,Q41211
Q22093744,,Q804,Q627852
Q22093744,,Q884,Q26877340
Q6639142,,Q219712,
Q6639142,,Q172771,
Q6639142,,Q172771,
Q6639142,,Q796754,Q362
Q6639142,,Q11220,Q98
Q6639142,,Q796754,Q362
Q6639142,,Q151701,Q204709
Q6639142,,Q172579,
Q6639142,,Q172579,Q218272
Q6639142,,Q151701,Q1163591
Q52457940,,Q30,
Q52457940,,Q27306,Q3370771
Q52457940,,Q174193,Q24645736
Q52457940,,Q174193,Q1012502
Q52457940,,Q174193,Q1494
Q52457940,,Q174193,Q201694
Q52457940,,Q174193,Q134750
Q52457940,,Q174193,
Q52457940,,Q174193,Q111509
Q6639008,,Q155,Q1055
Q6639008,,Q29,Q8745
Q6639008,,Q174193,Q719903
Q6639008,,Q142,Q79808
Q6639008,,Q41,Q719903
Q6639008,,Q188712,
Q6639008,,Q174193,Q35997
Q6639008,,Q30,Q5602694
Q6639008,,Q31,Q4103
Q6639008,,Q20,Q1784816
Q6639008,,Q188712,Q48320
Q6639008,,Q174193,Q98
Q6639008,,Q172579,Q743314
Q6639008,,Q41304,
Q6639008,,Q20,Q41304
Q6639008,,Q188712,
Q6639008,,Q174193,Q174193
Q6639008,,Q41304,Q1693
Q6639008,,Q188712,
Q6639008,,Q298,Q33986
Q6639008,,Q188712,Q211800
Q6639008,,Q174193,Q1693
Q6639008,,Q188712,
Q6639008,,Q188712,
Q6639008,,Q174193,Q47716
Q6639008,,Q174193,Q3344105
Q6639008,,Q30,Q1569595
Q6639008,,Q30,Q16568
Q6639008,,Q30,Q486306
Q6639008,,Q34,Q634481
Q6639008,,Q30,
Q6639008,,Q29,Q169175
Q6639008,,Q298,Q14422
Q6639008,,Q174193,Q3756436
Q6639008,,Q174193,Q155
Q6639008,,Q174193,Q204577
Q6639008,,Q20,Q911875
Q6639008,,Q29,Q986095
Q6639008,,Q142,
Q6639008,,Q174193,Q1693
Q6639008,,Q30,Q892287
Q6639008,,Q172579,Q869571
Q6639008,,Q55,Q34
Q6639008,Q690108,Q796754,Q545
Q6639008,,Q30,Q16568
Q6639008,,Q34,Q1480015
Q6639008,,Q30,Q62
Q6639008,,Q211,
Q6639008,,Q174193,
Q6639008,,Q35,Q846052
Q6639008,,Q174193,Q1486
Q6639008,,Q174193,Q273014
Q6639008,,Q29,Q8851
Q6639008,,Q174193,Q176
Q6639008,,Q20,Q8818
Q6639008,,Q29,Q54939
Q6639008,,Q17,Q75150
Q6639008,,Q174193,Q36433
Q6639008,,Q29,Q12233
Q6639008,,Q188712,Q8192325
Q6639008,,Q174193,Q373023
Q6639008,,Q16,Q1066
Q6639008,,,Q6487
Q6639008,,Q41,Q719903
Q6639008,,Q188712,Q1345
Q6639008,,Q145,Q1967716
Q6639008,,Q145,Q1486
Q6639008,,Q145,Q5492
Q6639008,,Q142,
Q6639008,,Q145,Q774215
Q6639008,,Q30,Q5092
Q6639008,,Q145,Q204577
Q6639008,,Q145,
Q6639008,Q16955276,Q796754,Q45823
Q6639008,,Q174193,Q1235885
Q6639008,,Q174193,Q36405
Q6639008,,Q36,Q1783778
Q6639008,,Q174193,Q49152
Q6639008,,Q211,Q1693
Q6639008,,Q191077,Q35958
Q6639008,,Q188712,
Q6639008,,Q30,Q1314643
Q6639008,,Q41,Q37620
Q6639008,,Q188712,
Q6639008,,Q174193,
Q6639008,,Q588089,Q4070280
Q6639008,,Q41304,Q131716
Q6639008,,Q174193,Q175872
Q6639008,,Q20,Q140948
Q6639008,,Q20,Q97
Q6639008,,Q188712,Q5413
Q6639008,,Q188712,Q170322
Q6639008,,Q174193,Q573788
Q6639008,,Q41,Q15180
Q6639008,,Q174193,Q204577
Q6639008,,Q174193,Q97
Q6639008,,Q174193,Q97
Q6639008,,Q172579,Q35997
Q6639008,,Q188712,
Q6639008,,Q20,Q2837232
Q6639008,,Q174193,Q185678
Q6639008,,Q188712,Q59100
Q6639008,,Q174193,Q1770
Q6639008,,Q35,Q188161
Q6639008,,Q174193,Q60
Q6639008,,Q41,Q79808
Q6639008,,Q142,Q97
Q6639008,,Q41304,Q4174
Q6639008,,Q20,
Q6639008,,Q30,Q1967716
Q6639008,,Q174193,Q211873
Q6639008,,Q13426199,Q1208250
Q6639008,,Q174193,Q38610
Q6639008,,Q41,Q82119
Q6639008,,Q30,Q49201
Q6639008,,Q30,
Q6639008,Q5159521,Q16,Q134750
Q6639008,,Q41,Q17151
Q6639008,,Q174193,Q602760
Q6639008,,Q174193,Q1774
Q6639284,,Q174193,Q3889
Q6639284,,Q583941,Q174736
Q6639284,,Q172771,Q4354421
Q6639284,,Q174193,Q1109500
Q6639284,,Q174193,Q5325135
Q6639284,,Q34266,Q191826
Q6638967,,Q43287,Q189418
Q6638967,,Q31,Q1693
Q6639161,,Q174193,Q1325577
Q6639161,,Q172771,Q3308902
Q6639161,,Q174193,Q1693
Q6639161,,Q172771,Q3308902
Q6639161,,Q172771,Q3308902
Q6639161,,Q174193,
Q6639161,,Q172579,Q189418
Q6639161,,Q20,Q1693
Q52457285,,Q174193,Q570823
Q52457285,,Q174193,Q210223
Q52457285,,Q174193,Q174193
Q52457285,,Q174193,Q97
Q52457285,,Q174193,
Q52457285,,Q174193,Q973740
Q52457285,,Q174193,Q181857
Q52457285,,Q174193,Q676689
Q52457285,,Q174193,Q729006
Q52457038,,Q174193,Q188304
Q52457038,,Q174193,
Q52457038,,Q142,Q1471
Q52457038,,Q174193,Q870815
Q52457038,,Q217230,Q40942
Q52457038,,Q174193,Q15243176
Q52457038,,Q174193,Q886899
Q52457038,,Q174193,Q190002
Q52457038,,Q27306,Q215177
Q52457038,,Q174193,Q12892
Q52457038,,Q174193,Q216057
Q52457038,,Q174193,Q169923
Q52457038,,Q30,Q204577
Q52457038,,Q174193,Q100166
Q52457038,,Q142,Q1027830
Q52457038,,Q142,Q8851
Q52457038,,Q142,Q1486
Q52457038,,Q165154,Q202539
Q52457038,,Q174193,Q724182
Q52457038,,Q174193,Q202539
Q52457038,,Q27306,
Q52457038,,Q174193,Q36647
Q52457038,,Q34,Q10965
Q52457038,,Q34,
Q52457038,,Q174193,Q202539
Q52457038,,Q174193,Q202539
Q52457038,,Q27306,Q41599
Q52457038,,Q174193,Q23079
Q52457038,,Q174193,Q1043657
Q6639173,,Q219712,
Q6639173,,Q219712,
Q20311973,,Q172771,
Q20311973,,Q170072,Q827604
Q20311973,,Q161885,
Q52457342,,Q174193,Q3395428
Q52457342,,Q174193,Q3395428
Q52457342,,Q174193,Q1055
Q52457342,,Q1055,
Q52457342,,Q174193,
Q52457342,,Q174193,Q420303
Q52457342,,Q174193,Q1761
Q52457342,,Q174193,
Q52457342,,Q30,Q785669
Q52457342,,Q30,
Q6639137,,Q30,Q156649
Q6639137,,Q174193,Q38610
Q6639137,,Q172771,Q3308902
Q6639137,,Q16,Q156649
Q6639137,,Q172771,Q3308902
Q6639137,,Q45,
Q6639137,,Q16,Q156649
Q6639137,,Q174193,
Q17001360,,Q174193,
Q17001360,,Q174193,Q217230
Q17001360,,Q174193,Q682592
Q17001360,,Q35,
Q17001360,,Q35,
Q17001360,,Q174193,
Q17001360,,Q3798,
Q17001360,,Q174193,Q202539
Q17001360,,Q174193,
Q17001360,,Q174193,
Q17001360,,Q29,
Q17001360,,Q174193,Q173270
Q17001360,,Q35,Q190235
Q17001360,,Q30,Q34640
Q17001360,,Q174193,Q188304
Q17001360,,Q174193,Q204577
Q17001360,Q42896538,Q174193,Q172771
Q17001360,,Q164079,Q15984
Q17001360,,Q174193,
Q17001360,,Q15864,Q767374
Q17001360,,Q174193,Q1693
Q17001360,,Q174193,Q372090
Q17001360,,Q174193,Q420303
Q17001360,,Q174193,
Q17001360,,Q174193,Q4295527
Q17001360,,Q174193,
Q17001360,,Q174193,
Q17001360,,Q174193,Q188304
Q17001360,,Q1055,
Q17001360,,Q174193,Q202539
Q17001360,,Q174193,Q204577
Q17001360,,Q174193,Q202539
Q17001360,,Q174193,
Q17001360,,Q174193,Q202539
Q17001360,,Q174193,Q1581130
Q17001360,,Q174193,
Q17001360,,Q174193,Q204577
Q17001360,,Q174193,Q913793
Q17001360,,Q174193,Q25389
Q17001360,,Q174193,Q4861371
Q17001360,,Q174193,Q36647
Q17001360,,Q174193,Q774215
Q17001360,,Q174193,Q1020800
Q17001360,,Q174193,Q913793
Q17001360,,Q174193,Q202539
Q17001360,,,Q519873
Q17001360,,Q1750688,Q170013
Q17001360,,Q174193,
Q17001360,,Q174193,
Q17001360,,Q1055,
Q17001360,,Q174193,
Q17001360,,Q174193,Q188304
Q17001360,,Q174193,Q886899
Q17001360,,Q174193,Q835835
Q17001360,,Q174193,Q202539
Q17001360,,Q174193,Q1761
Q17001360,,Q174193,Q327300
Q17001360,,Q174193,
Q17001360,,Q174193,Q1693
Q17001360,,Q174193,Q1693
Q17001360,,Q174193,
Q17001360,,Q174193,Q5526627
Q17001360,,Q174193,Q444687
Q17001360,,Q174193,
Q17001360,,Q174193,
Q18160388,,Q30,Q100
Q18160388,,Q174193,Q3012283
Q18160388,,Q174193,Q8733
Q6639274,,Q145,Q1693
Q6639274,,Q172771,Q1169332
Q6639274,,Q796754,Q362
Q6639274,,Q15180,Q170513
Q6639274,,Q15180,Q135616
Q6639274,,Q172771,Q1169332
Q6639274,,Q172771,Q1169332
Q6639274,,Q15180,
Q6639274,,Q15180,Q1874
Q6639274,,Q15180,Q14686
Q6639274,,Q15180,
Q6639274,,Q796754,Q362
Q6639274,,Q151701,Q167668
Q6639274,,Q151701,Q216790
Q6639274,,Q151701,
Q6639274,,Q172771,
Q6639274,Q7394209,Q7318,Q990130
Q6639274,,Q152582,Q218272
Q6639274,,Q145,Q179637
Q6639274,,Q796754,Q362
Q6639274,Q2295080,Q796754,Q155863
Q17001235,,Q174193,Q372090
Q17001235,,Q174193,Q11959
Q17001235,,Q174193,Q990616
Q17001235,,Q174193,Q23240
Q17001235,,Q174193,Q174193
Q17001235,,Q174193,Q853213
Q17001235,,Q174193,Q208158
Q17001235,,Q174193,Q4092
Q17001235,,Q174193,
Q17001235,,Q34,Q27447
Q17001235,,Q174193,Q129610
Q17001235,Q25345633,Q29,Q15682
Q17001235,,Q174193,Q60
Q17001235,,Q174193,Q784
Q17001235,,Q174193,
Q17001235,,Q174193,
Q17001235,,Q30,Q960402
Q17001235,,Q174193,Q35827
Q17001235,,Q174193,
Q17001235,,Q174193,Q204989
Q17001235,,Q174193,Q1693
Q17001235,,Q174193,
Q17001235,,Q174193,Q80908
Q17001235,,Q174193,Q406556
Q17001235,,Q174193,Q174224
Q17001235,,Q174193,Q35827
Q17001235,,Q174193,Q84
Q17001235,,Q174193,
Q17001235,,Q30,
Q17001235,,Q30,Q204577
Q17001235,,,Q204577
Q17001235,,Q30,
Q17001235,,Q174193,Q204577
Q17001235,,Q174193,
Q17001235,,Q174193,
Q17001235,,Q174193,
Q17001235,,Q174193,
Q17001235,,Q174193,Q25279
Q17001235,,Q174193,
Q17001235,,Q174193,
Q17001235,,Q174193,Q213361
Q17001235,,Q174193,Q15682
Q17001235,,Q174193,Q3038
Q17001235,,Q3038,Q204577
